listing_type,link,sqm,rooms,description,price,elevator,mamad,parking,views,date_advertised,date_last_seen_active,listing_id,city,neighborhood,street,floor,property_type,ad_number,error
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/4q8mphli,80,4.0,"דירת 4 חדרים כ 80 מטר, דירה משופצת  עם 2 מקלחות, 2 שירותים במיקום הכי טוב ברמת גן!! כל מה שצריך במרחק הליכה, גנים, בתי ספר, גינה ציבורית, בתי קפה, מועדון המרגנית, תחבורה ציבורית ועוד",6900,False,False,False,,2026-09-02 14:18:18,2026-09-10T19:25:19+00:00,4q8mphli,רמת גן,שיכון הותיקים,,0,דירה,78900625,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/4wiqdeld,110,5.0,"ברחוב מקסים ושקט בעיר, מוצעת להשכרה דירת 5 חד' מרווחת ונעימה, עם חלוקה פנימית נוחה המתאימה גם לשותפים. בדירה שתי מרפסות היוצאות משני חדרים שונים. בבניין קיים מקלט. מיקום נגיש ונוח, קרוב לתחבורה ציבורית, מסחר, בתי קפה וכל מה שצריך לחיי היום יום.
לפרטים נוספים ותיאום ביקור צרו קשר עוד היום!

הדמיות לצורך המחשה",6900,False,False,False,,2026-08-21 14:54:19,2026-09-10T19:25:19+00:00,4wiqdeld,רמת גן,"שכונת יהלום, מרכז העיר ב",האשל,2,דירה,68906277,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/5d2evt11,80,3.5,"דירת 3 וחצי חדרים מקסימה, כ 80 מטר, צופה לשדרה ירוקה, ארונות בכל החדרים, פרקט בכל הדירה, דוד שמש, הדירה מוארת עם אנרגיה מיוחדת, שקטה ובמיקום נהדר, כל מה שצריך במרחק הליכה , גנים, בתי ספר, רכבת קלה, תחבורה ציבורית ועוד",6900,False,False,False,,2026-08-17 22:37:04,2026-09-10T19:25:19+00:00,5d2evt11,רמת גן,"שכונת בן גוריון, מרכז העיר ג'",,2,דירה,81696045,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/7kqetvd1,55,2.0,"במיקום המדהים של רמת גן שרתון סיטי טואר .קומה 32 נוף לכיוון מערב וצפון .דירה מקסימה של 2 חדרים 
הדירה כוללת מוצרי חשמל. מקרר כיריים.מכונת כביסה מייבש כביסה  מיקרוגל .ארון בחדר שינה ,מיטה בבנין יש שומר 24/7 קרוב לרכבת הקלה 
מתאים לזוג או רווק 
ממק בקומה .
לטווח ארוך כניסה מיידי",6900,True,False,False,,2026-07-05 11:25:37,2026-09-10T19:25:19+00:00,7kqetvd1,רמת גן,בורסה,דרך מנחם בגין,32,דירה,63956601,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/8nz1jgyy,89,4.0,"לא מתיווך**
להשכרה  דירת 4 חדרים משופצת!
דירה מרווחת ומוארת, 4 חדרים, סלון ענק, מטבח חדש, משופצת.
מרפסת שירות סגורה, סורגים ומזגנים בכל חדר.
ריהוט חלקי.

מיקום מעולה מרחק הליכה ממרום נווה, קרובה לבתי הספר:
אביגור, מורדי הגטאות ועתיד.
סביבה שקטה ומתאימה למשפחות",6900,False,False,False,,2026-08-21 10:51:10,2026-09-10T19:25:19+00:00,8nz1jgyy,רמת גן,"מרום נווה, רמת יצחק",דרך נגבה 37,1,דירה,46097855,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/9ciaki0a,75,3.0,"* קומה ראשונה ללא מעלית
 
* משופצת מהיסוד (חלונות כפולים, תריסים חשמליים בעורף, צנרת sp חשמל תלת פאזה ועוד..) עם 2 שירותים
*עורפית ושקטה
* 3 כיווני אוויר (דרום, מזרח, מערב).
מרחק הליכה מתחנת הרכבת.

* בקרבת מוסדות חינוך, בתי ספר, גנים, פארקים, מרכזי קניות ושירותים קהילתיים",6900,False,False,False,,2024-07-22 23:02:58,2026-09-10T19:25:19+00:00,9ciaki0a,רמת גן,"שכונת חשמונאים, מרכז העיר א",ארלוזורוב 39,1,דירה,55064573,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/g291sshd,110,3.5,"צמוד לבורכוב גבעתיים וליד צומת עלית. קומה שניה מתוך שניים על עמודים. נמצאת ברחוב גבוה ללא מוצא. 110 מ""ר, שירותים כפולים, אחרי "" מתיחת פנים"" רצינית. מוארת, חדרים גדולים, מאווררת. שקטה מאד, נעימה ומרווחת. מזגנים בחדרים, פרקט בכל הדירה. 
מתאימה לזוג ומשפחה, נא ליצור קשר בטלפון, לא בשבת בבקשה",6900,False,False,False,,2026-08-22 16:49:48,2026-09-10T19:25:19+00:00,g291sshd,רמת גן,"שכונת חשמונאים, מרכז העיר א",הרב חבה אליהו 19,2,דירה,78851271,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/hmz19tue,65,3.0,"מיקום מושלם בסמיכות לפארק ולבה""ס הבילויים, בניין אחרי תמא 38/1 - נראה מצוין! דלת כניסה וקודן, מעלית ישירות לדירה! חניה רובוטית, ממ""ד, דירה מרוהטת -סופר מושקעת, מרפסת שמש יפיפייה ופתוחה לנוף ירוק, גופי תאורה, מטבח חלומי לבשלנים, זמינה לכניסה מידית- הקודם זוכה!
ביטחונות:3 חודשים ערבות בנקאית+ 2ערבים.
תיווך:חודש+מעמ",6900,True,True,True,275,2026-08-30 22:52:37,2026-09-10T19:25:19+00:00,hmz19tue,רמת גן,אזור הבילויים,שרה אהרונסון,5,דירה,74403253,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/lrzz0djc,90,4.0,"להשכרה ברמת גן, שכונת קריית בורוכוב דירת גן 4 חדרים

דירת גן גדולה, מרווחת ויפה במיקום מעולה בשכונת קריית בורוכוב.

כ90 מר בנוי + גינה פרטית של כ70 מר.

יחידת הורים, מחסן
 ומרחב מוגן ברחוב.

ישנה אופציה להשכרת חניה בתשלום.

דירה נעימה ומרווחת, מתאימה מאוד למשפחה",6900,False,False,False,,2026-08-25 15:51:44,2026-09-10T19:25:19+00:00,lrzz0djc,רמת גן,קרית בורוכוב,,1,דירה,51478643,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/nui0cfwz,105,4.0,"דירה גדולה ומרווחת נוף מדהים מטבח גדול סלון גדול 
יש חדר אחד עם מקלחת צמודה
קרובה מאד לרכבת הקלה 
דירה שקטה 
מתאימה לשותפים או משפחה
",6900,False,False,False,,2026-08-10 14:30:21,2026-09-10T19:25:19+00:00,nui0cfwz,רמת גן,"שכונת בן גוריון, מרכז העיר ג'",הרצל 75,12,דירה,67010214,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/obt2b3ig,66,3.0,"גודל הנכס : 66 מ""ר
דירה בת שנתיים 
סמיכות לגן משחקים חדש ומהמם 
סמיכות לביה""ס ספר וגני ילדים 
חניה 1 בחנייה רובוטית בבניין 
",6900,True,True,True,390,2026-08-23 12:00:13,2026-09-10T19:25:19+00:00,obt2b3ig,רמת גן,אזור הבילויים,שרה אהרונסון 40,5,דירה,75402590,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/po6ypp7v,84,4.0,"
תחבורה ציבורית קרובה, אוטובוס ורכבת קלה במרחק הליכה, קרוב לפארק הירקון ובמיקום מושלם.

בעל דירה מדהים שדואג להכל, דירה מרווחת ואסתטית, מזגנים בכל הבית, 2 חדרי שירותים
בדירה נשאר:
ספה, בסיס מיטה, תנור, כיריים,2 ארונות.
אין חניה ואין מעלית
לא לשותפים",6900,False,False,False,,2026-09-06 20:25:21,2026-09-10T19:25:19+00:00,po6ypp7v,רמת גן,נחלת גנים,"רש""י 20",2,דירה,62268649,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ec1n82en,80,3.0,"בשכונת חרוזים ! דירת 3 חדרים מקסימה, כ 80 מטר,מעלית, חניה , מקלט תיקני , דירה מיוחדת , במחיר מעולה , הקודם זוכה !",6950,True,False,True,,2026-09-10 13:59:50,2026-09-10T19:25:19+00:00,ec1n82en,רמת גן,חרוזים,,2,דירה,66838966,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/s7vfjsgk,130,4.0,דירת 4 חדרים מרווחת ביותר 130 מר כוללת 3 חדרי שינה ו2 רחצה -מאסטר הורים ובו ח. רחצה פרטי עם אמבטיה ונישה למיטת תינוק. חדר שינה עם מרפסת פרטית וחדר שינה נוסף גדול. מטבח מרווח ומאובזר קומפלט הכולל בר ישיבה הפונה לסלון. שני חללים גדולים לפינת אוכל/ פינת עבודה/ פינת משחקים/ לול הצמודים לסלון. מרפסת שירות עם מכונת כביסה ומייבש כביסה.דוד שמש וחניה בטאבו. מקלט לבניין. מיקום מרכזי ושקט תחבצ בשפע,6950,True,False,True,,2026-07-13 14:49:58,2026-09-10T19:25:19+00:00,s7vfjsgk,רמת גן,,פרופס,4,דירה,53141757,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/00m2ohn9,100,4.0,דירה שמורה יפה מוארת ונעימה מרוהטת קומפלט במיקום מעולה גבול תל אביב רמת גן  קרובה מאד לרכבת הקלה ולתחבורה ציבורית סביבה שקטה ונוחה,7000,True,False,True,,2026-04-20 16:55:42,2026-09-10T19:25:19+00:00,00m2ohn9,רמת גן,שכונת הראשונים,המתמיד,5,דירה,71627191,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/0q66dodi,78,4.0,"הדירה משופצת באופן כללי , חלונות דבל גלס,
פרקט בכל הדירה
מזגן בכל חדר",7000,False,False,False,754,2026-08-06 18:13:52,2026-09-10T19:25:19+00:00,0q66dodi,רמת גן,שכונת הראשונים,ארלוזורוב 75,2,דירה,42906001,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/17h1xav5,50,2.0,"להשכרה בלאונרדו פלאזה סיטי טאור מרחק הליכה של 100 מ""ר מהרכבת
דירת 2 חד מושקעת עם נוף פתוח לים
ניתן לשכור חניה ב800 ש""ח
פינוי גמיש
דמי ניהול 770 ש""ח לחודש
ארנונה כ300 ש""ח 
מרוהטת לטווח ארוך
ניתן להצטרף בתשלום למתקנים בבניין בריכה חדר כושר",7000,True,False,True,,2026-07-26 11:36:57,2026-09-10T19:25:19+00:00,17h1xav5,רמת גן,בורסה,זיסמן שלום 14,28,דירה,82791921,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/1a3gnbra,125,4.0,"בניין משופץ ושמור 
ללא תיווך !",7000,True,False,True,,2026-08-09 15:12:41,2026-09-10T19:25:38+00:00,1a3gnbra,רמת גן,קרית קריניצי,יוסף ספיר 3,6,דירה,71520615,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/2gtv7vgf,90,4.0,"דירת 4 חדרים מוארת ומרווחת במיוחד  מסודרת ויפה בבניין בוטיק של 6 דיירים.
סלון גדול ומואר 
מרפסת שמש מפנקת
 ממ""ד בטיחותי
חדר מאסטר
 מיזוג מרכזי בכל הדירה
ריהוט חלקי
2 חדרי שירותים
 חניה פרטית ענקית מקורה
מתאימה לשותפים 
בעלי חיים יתקבלו בברכה
פנויה לכניסה מיידית",7000,True,True,True,,2026-09-01 23:08:48,2026-09-10T19:25:38+00:00,2gtv7vgf,רמת גן,תל יהודה,בר כוכבא,2,דירה,52329872,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/4cp6esp9,96,4.0,"במיקום מצויין בקרבת הליכה מהרכבת הקלה , בתי עסק רבים ומגוונים , ברחוב יוספי המבוקש והשקט , דירת 4 חדרים מרווחת מאוד עם חדר הורים מסטר הכולל שירותים ומקלחת , מזגנים בחדרים .
בניין מתוחזק יפה עם שתי מעליות 
חימום מים בגז 24/7.
מיקלט תיקני בבניין .
חנייה פרטית רגילה מקורה .
מחסן פרטי לדירה",7000,True,False,True,,2026-06-23 14:50:05,2026-09-10T19:25:38+00:00,4cp6esp9,רמת גן,"שכונת בן גוריון, מרכז העיר ג'",יוספי 14,6,דירה,61851335,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/4dtxr397,90,4.0,"דירת 4 חדרים, 90 מ""ר.
מרווחת ומשופצת מהיסוד ברמה גבוהה.
כולל מערכת מים חדשה, חשמל תלת פאזי.
קומה שנייה מתוך 3 קומות, עם 3 כיווני אוויר.
נמצאת ליד עורקי תחבורה ציבורית, ליד הרכבת הקלה, קרובה לפארק הירקון סמוכה לקניון איילון.
סמוך אליה ישנם שפע חנויות, סופרמרקט ובתי קפה.
חזית הדירה לרחוב צדדי שקט.
בבניין יש מקלט.

נא ליצור קשר טלפוני לכל המעוניין/ת, אינני בודקת הודעות באתר",7000,False,False,False,,2026-08-01 22:09:11,2026-09-10T19:25:38+00:00,4dtxr397,רמת גן,נחלת גנים,"רש""י 7",2,דירה,82945752,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/5717hcih,82,4.0,"דירה משופצת 
רחוב שקט 
חניה פרטית מקורה 
מעלית
מקלט בבניין 
פרקט בסלון וביחידת הורים",7000,True,False,True,,2026-07-02 15:07:39,2026-09-10T19:25:38+00:00,5717hcih,רמת גן,נגבה,יעל הגיבורה,1,דירה,45300578,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/7pohawlz,90,4.0,"דירת 4 חדרים-90 מ""ר
מקלחת ושרותיים כפולים
חדרים גדולים -מזגן בכול חדר
ממ""ק קומתי -שתי דירות בקומה
מטבח מאובזר עם מקרר-תנור-מקרו
מכונת כביסה
חניה בטאבו
כניסה מיידית
אופציה לטווח ארוך
מקום מרכזי -  קרוב ליציאות לתל - אביב -ומרחק הליכה קצר לרכבת הקלה ולרכבת ישראל
מתאים גם לשותפים",7000,False,False,True,,2026-07-27 14:00:48,2026-09-10T19:25:38+00:00,7pohawlz,רמת גן,חרוזים,דרך אבא הלל,8,דירה,87266931,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/7xnvppvf,100,4.0,"בס""ד 
ברחוב המתמיד רחוב שקט ברמת גן
4  חדרים גדולה 
קומה 1  , 2 מעליות בבניין דירה עורפית 
עם מזגנים ארונות ריהוט בחדר שינה .
דירה מעולה 
לפרטים נוספים או לתאום התקשרו",7000,True,False,True,,2026-06-17 12:33:23,2026-09-10T19:25:38+00:00,7xnvppvf,רמת גן,שכונת הראשונים,המתמיד,1,דירה,41476441,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/8vmnu7rx,113,4.0,"דירה במיקום מצויין ושקט, סלון מרווח, מטבח פתוח לסלון, יחידת הורים עם חדר ארונות, 2 חדרי שינה נוספים וחדר שירות, 
חניה מקורה. 
סביבה דתית",7000,False,False,True,,2026-09-02 21:46:55,2026-09-10T19:25:38+00:00,8vmnu7rx,רמת גן,עליות,יונה 3,1,דירה,75285833,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/atta8nbp,85,3.0,"להשכרה חצור 18 ר""ג
 בשכונת יד לבנים 
דירת 3 חדרים 75 מ""ר בנוי קומה 8 מתוך 9.
 מרפסת 10 מ""ר. מחולקת יפה 2 חדרי שינה. סלון, 
מטבח מקלחת ושירותים, לובי מפואר 2 מעליות חניה",7000,True,True,True,,2026-09-08 15:23:08,2026-09-10T19:25:38+00:00,atta8nbp,רמת גן,יד לבנים,חצור 18,8,דירה,78890775,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/d1fbl2a6,95,4.0,"במיקום מצויין - בשכונת הגלגל המבוקשת דירה מקסימה מרווחת ונקייה בבניין בוטיק .
לדירה סלון גדול עם יציאה למרפסת שמש קטנה ועוד שלושה  חדרי שינה , חדר הורים מסטר עם מקלחת ,שירותים וחדר ארונות .
ממ""ד מרווח .
מזגנים בכל החדרים.
כיווני אוויר דרום מזרח המעניקים לדירה אור טיבעי .
חניה פרטית מקורה .
מרחק הליכה לבתי עסק רבים ומגוונים .
תחבורה ציבורית בשפע ונתיבי נסיעה לכניסה ויציאה מהעיר .
מקלט תיקני בבניין",7000,True,True,True,959,2026-08-19 16:50:51,2026-09-10T19:25:38+00:00,d1fbl2a6,רמת גן,שכונת הלל,הגלגל 1,2,דירה,77018948,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/etktqzxx,75,3.5,"דירה משופצת , מסוידת ומהממת ברחוב לאן המקסים, עם חניה ומעלית, מקלט בבנין, שכונה מעולה וקרובה  מאד לרכבת הקלה",7000,True,False,True,360,2026-07-19 10:50:31,2026-09-10T19:25:38+00:00,etktqzxx,רמת גן,"שכונת חשמונאים, מרכז העיר א",לאן 35,2,דירה,47347738,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/frcr37rv,165,4.0,"במיקום מצויין - דירת קרקע עם חצר פרטית גדולה .האזור מרכזי ושקט מאוד ,לגור בתחושה של קיבוץ,בקרבת בתי עסק רבים ומגוונים כגון ;סופרמקט ,דואר ,תחבורה ציבורית ומוסדות חינוך.
הדירה עברה שיפוץ יסודי הכולל צבע ,החלפת דלתות ועוד ...
שלושה חדרי שירותים ושני מקלחות .
הדירה מסורגת ועם רשתות בחלונות .
מזגן בכל חדר .
פנויה לכניסה מיידית",7000,False,False,False,,2026-03-17 12:11:01,2026-09-10T19:25:38+00:00,frcr37rv,רמת גן,אזור הבילויים,פנחס רוטנברג 38,0,דירת גן,82338041,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/hd2wywmp,100,4.0,"דירה יפיפיה באזור מבוקש משופצת שקטה קרובה להכל מעלית שבת חניה פרטית הדירה תמסר צבועה מסודרת חדר הורים עם שרותים ומקלחת 
מרפסת שמש ומרפסת שירות מזגנים בכל החדרים ובסלון מטבח כשר",7000,True,False,True,,2026-08-07 17:49:23,2026-09-10T19:25:38+00:00,hd2wywmp,רמת גן,רמת עמידר,הרב לנדרס 7,5,דירה,66217034,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/hoydij46,35,1.0,"השכרה דירת סטודיו יוקרתית בסיטי טאוור, רמת גן.

דירת חדר נעימה ומטופחת במגדל סיטי טאוור המבוקש. הדירה כוללת חלל מגורים מרווח, חדר רחצה גדול ומפנק, ונוף פתוח ומרהיב הנשקף מהקומה הגבוהה. מיקום מרכזי ונוח, עם גישה מהירה לתל אביב, צירי תחבורה ראשיים ומוקדי בילוי ועסקים.

7,000  לחודש  כולל את כל ההוצאות",7000,False,False,False,,2026-06-02 15:47:39,2026-09-10T19:25:38+00:00,hoydij46,רמת גן,בורסה,זיסמן שלום,34,דירה,87192721,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ii2k1908,100,4.0,"בס""ד 
ב רחוב שקט ברמת 
3.5 חדרים גדולה 
קומה 1  דירה עורפית 
עם מזגנים ארונות ריהוט בחדר שינה .
דירה מעולה 
לפרטים נוספים או לתאום התקשרו",7000,True,False,True,,2026-07-14 16:12:21,2026-09-10T19:25:38+00:00,ii2k1908,רמת גן,שכונת הראשונים,המתמיד,1,דירה,58979121,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ipmb2jxi,80,3.5,"דירה 3.5 חדרים ברחוב תלפיות 29
כולל חניה צמודה ומקלט בבניין
מיקום מעולה קרוב לבתי ספר וגני ילדים
סמוך למכולות חנות בשר ומרכזי קניות
גישה נוחה ומהירה לרכבת הקלה
מתחם מבוקש וקרוב להכל

לפרטים נוספים ותיאום


",7000,True,False,True,,2026-09-02 13:36:07,2026-09-10T19:25:38+00:00,ipmb2jxi,רמת גן,,,1,דירה,71883055,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/k78e6gq3,160,4.0,"דירת גן עם חצר צמודה ומחסן דירת 4 חד משופצת עם שני שירותים מקלחת אחת הול מטבח מרווח כ90 מר שכונה עם קהילה גדולה זוגות צעירים גינה ציבורית גדולה עם עגלת קפה 
בנגישות לתחבורה ציבורית חנויות במרחק הליכה מקניון גבעתיים ופארק גבעתיים בתי כנסת ועוד",7000,False,False,False,,2026-09-08 12:45:38,2026-09-10T19:25:38+00:00,k78e6gq3,רמת גן,קרית בורוכוב,גרנדוס 7,1,דירת גן,65976511,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/lhlf3zt2,120,5.0,"כניסה אחרי החגים, גמיש.
דירה מרווחת, סלון ופינת אוכל גדולים, מוארת טבעי, משופצת, חזית לרחוב שקט ונוף פתוח, מרפסת שירות גדולה, חניה בטאבו וחניה בשפע ברחוב, בקרבת בתי ספר, גני ילדים, גינות ציבוריות, סופר, בנק, דואר, מרכז חוגים, תחבורה ציבורית וצירים מרכזיים. מקלט גדול ומסודר בבניין",7000,True,False,True,,2026-05-02 14:27:19,2026-09-10T19:25:38+00:00,lhlf3zt2,רמת גן,"נווה רם, שיכון מזרחי",פרופס 3,8,דירה,66104720,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ll0pj4id,110,4.5,"להשכרה דופלקס מואר ונעים ברמת גן, ברחוב שקט ובמיקום מצוין. שכונת מרום נווה, חנויות ותחבורה ציבורית מצוינת במרחק הליכה: קווים . חוזה עד אפריל 2027 עם אפשרות להארכה. 4.5 חדרים: 3 חדרי שינה, חדר עבודה וסלון עם מטבח. 2 חדרי רחצה, יחידת הורים, חלונות פנורמיים לגינה ומיזוג בכל החדרים. קומה 3 ללא חניה. שכ""ד 7,000 ש""ח, ארנונה 950 ש""ח לחודשיים. מתאים למשפחה. נא לפנות בוואטסאפ",7000,False,False,False,,2026-08-01 19:35:30,2026-09-10T19:25:38+00:00,ll0pj4id,רמת גן,נגבה,תל חי 33,2,דירה,81794774,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/lw5lty88,95,5.0,"אזור שקט ומבוקש. קרוב לתחבורה ציבורית.
בקרבת גנים ציבוריים.
גינה וסוכה",7000,False,False,False,,2026-09-10 14:49:09,2026-09-10T19:25:38+00:00,lw5lty88,רמת גן,אזור הבילויים,עלומים 8,1,דירה,83366398,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/me5u3zqm,85,4.0,"במיקום מצויין ברחוב טבנקין המבוקש בבניין מסודר עם מקלט, מעלית וחניה פרטית לדירה.
הדירה גדולה ומרווחת כ85 מ""ר מלאת שמש, סלון גדול, מטבח מלא אחסון, ממוזגת, יש 2 חדרי שירותים ו2 מקלחות. חדר הורים מפנק, מרפסת שירות, ללא ריהוט מלבד 3 ארונות קיר גדולים, כניסה 10.10 (אפשרי גם כניסה לפני ).
בעלי חיים יתקבלו בברכה",7000,True,False,True,,2026-09-10 16:02:22,2026-09-10T19:25:38+00:00,me5u3zqm,רמת גן,אזור הבילויים,טבנקין 17,6,דירה,59869876,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/mraih8jg,115,5.0,"בשכונת גני ערמונים, להשכרה דירת 5 חדרים, קומה 3 עם מעלית. שמורה מרווחת ומוארת.
סלון גדול + 4 חדרים, 2 מרפסות שמש גדולות. 1 חדר אמבטיה, 2 חדרי שירותים, 
ויחידת הורים נוספת הכוללת מקלחת ושירותים. 
סמוכה לבתי ספר ולגנים ומתאימה למשפחות. לטווח ארוך וללא תיווך.
לא בשבת",7000,True,False,False,,2026-08-24 12:34:59,2026-09-10T19:25:38+00:00,mraih8jg,רמת גן,"נווה יהושע, ערמונים",הכבאים 4,3,דירה,68296299,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/mtfc2um4,100,2.5,"להשכרה ברמת אפעל - יחידת דיור מרווחת, חדשה ומושקעת ברמה גבוהה

 רמת אפעל | אזור שקט ואיכותי

 2.5 חדרים מרווחים
 מטבח נפרד
 גינה פרטית חדר רחצה ושירותים
 חצי חדר שהוא גם מקלט - מרווח ויכול לשמש כחדר עבודה, חדר ארונות, חדר ילדים 
דירה מוארת, נעימה ומאווררת שפע של חנייה פרטיות, שקט ואווירה ביתי",7000,False,True,False,,2026-09-07 12:42:01,2026-09-10T19:25:38+00:00,mtfc2um4,רמת גן,רמת אפעל,ארגמן 4,0,יחידת דיור,66729957,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/nm9ke1h1,76,2.5,"השכרה, דירה, קומה 60, רמת גן
הדירה 2 חדרים ועוד חדר שירות למכונת כביסה ומייבש",7000,True,True,False,735,2026-08-02 20:28:45,2026-09-10T19:25:38+00:00,nm9ke1h1,רמת גן,בורסה,דרך זאב ז'בוטינסקי 7,60,דירה,74869214,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ox94r3u0,90,4.0,"להשכרה דירת 4 חדרים משופצת עורפית מוארת

 2 חניות בחניה ענקית וסגורה לדיירי שני הבניינים עם שער חשמלי

מיקום מרכזי יציאה ראשית לכביש 4 מחלף אלוף שדה או גבעתיים- ת""א, קרובה לשיבא, לפארק הלאומי למכללת רמת גן ואונ' בר אילן.

קיימת תחבורה ציבורית בשפע 

מרכז מסחרי מתחת לבית וקאנטרי כפר מכביה

קיים ממ""ק בקומה וכן בכניסה לבניין

קודן בבניין

2 מעליות

כניסה החל מספטמבר",7000,True,False,True,,2026-05-23 17:10:31,2026-09-10T19:25:38+00:00,ox94r3u0,רמת גן,אזור הבילויים,הירדן 98,2,דירה,62622686,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/q4si1ugm,128,4.0,"במיקום מעולה 5 דקות ממרום נווה מוצעת להשכרה דירת 4 חדרים גדולה ומרווחת 128 מטר בקומה שישית, סלון ענק עם יציאה למרפסת סגורה, מקלחת ושירותים, שירותי אורחים, ו3 חדרי שינה.
יש ממ""ק בקומה ויש מקלט ענק בכניסה לבניין.
מים חמים 24/7
השוכרים שהיו בדירה גרו 14 שנה.
הדיר הולכת לעבור סיוד צביעה וכמה תיקונים קלים.
יש חנייה משותפת מאחורי הבניין.
דירה טובה ונעימה למגורים במחיר טוב חבל לפספס!!!",7000,True,False,False,,2026-08-19 13:40:19,2026-09-10T19:25:38+00:00,q4si1ugm,רמת גן,"נווה רם, שיכון מזרחי",הירדן,6,דירה,76388384,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/rrvf94sn,145,3.0,"הדירה מרוהטת ומאורגנת היטב. נותר רק להביא את המזוודות ולהיכנס 

***הכניסה לדירה ב 11.1 לתקופה של שנה",7000,False,False,False,416,2026-08-22 18:44:52,2026-09-10T19:25:38+00:00,rrvf94sn,רמת גן,שכונת הראשונים,הראשונים 12,0,דירת גן,42732551,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/t6m5wdh6,104,4.5,"דירה בת 4 חדרים (ועוד חצי חדר שמשמש לאחסון בלבד) במיקום מעולה, שמורה. עם ממ""ד בבניין שעבר תמ""א. התגוררנו בדירה 10 שנים נהדרות וממליצים בחום על בעל הבית הכי נחמד בעולם!! גמיש לרציניים בלבד",7000,True,True,True,,2026-09-07 18:29:04,2026-09-10T19:25:38+00:00,t6m5wdh6,רמת גן,נגבה,תל חי 27,1,דירה,72467665,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/ty5c24ks,100,4.0,דירה משופצת ברמת אפעל הותיקה,7000,True,False,False,,2026-07-04 20:42:04,2026-09-10T19:25:38+00:00,ty5c24ks,רמת גן,רמת אפעל,הרדוף 16,1,דירה,53166627,
rent,https://www.yad2.co.il/realestate/item/tel-aviv-area/uoj2ecf8,100,4.0,"מתפנה דירת שותפים ומחפשים את האנשים הבאים!

סאבלט לחודש /חודשיים כניסה מיידית (יציאה גמיש)

הדירה כוללת 3 חדרי שינה, מתאים ל 3 שותפים
 מיקום מעולה - רמת גן, על גבול הרכבת הקלה ובקרבת תחבורה ציבורית.
 בניין פינתי ושקט.
 מעלית.
מקלט בבניין.
קומה 2, דירה מוארת ונעימה.

ללא חשבונות",7000,True,False,False,,2026-08-30 20:49:11,2026-09-10T19:25:38+00:00,uoj2ecf8,רמת גן,שכונת הראשונים,לאן 20,2,סאבלט,72146252,
