origin,listing_type,listing_id,title,price,price_raw,city,condition,series,manufacturer,processor,ram,storage,screen_size,description,date_advertised,date_last_seen_active,latitude,longitude,link,views,ad_number,error
facebook,macbook,1414211043967036,MacBook Pro 16 2019 – i7 / 16GB / 500GB SSD,1400,"1,400 ₪",קרית אונו,משומש - במצב טוב,MacBook Pro,Apple,i7,16GB,500GB,16,"למכירה MacBook Pro 16״ 2019 – i7 / 16GB / 500GB SSD
MacBook Pro 16 אינץ׳ משנת 2019, במצב טוב מאוד, נמכר עקב שדרוג למחשב חדש.
המחשב עובד מצוין, מהיר ואמין, ומתאים לעבודה, לימודים, תכנות, עריכת תמונות/וידאו ושימוש יומיומי.
מפרט:
• מסך Retina בגודל 16״
• מעבד Intel Core i7, ‏6 ליבות, 2.6GHz
• זיכרון 16GB RAM ‏2667MHz DDR4
• אחסון 500GB SSD
• Intel UHD Graphics 630
• 4 חיבורי Thunderbolt 3 / USB-C
• מותקנת מערכת macOS Tahoe עדכנית
סוללה במצב תקין – Battery Health: Normal.
המחשב שמור, תקין לחלוטין ועובד ללא בעיות. נמכר אך ורק עקב שדרוג.
אפשר לראות ולבדוק את המחשב לפני הקנייה.","פורסם אתמול ב: קרית אונו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1414211043967036/,,,
facebook,macbook,1069862492442695,"macbook pro 13"" i7 16 ram",680,680 ₪,תל אביב - יפו,משומש - כמו חדש,MacBook Pro,Apple,i7,,,13,"macbook pro 13"" a1502 i7 16 Ram perfect condition good battery
מצב מצויין הכל תקין לאחר פירמוט להגדרות יצרן ללא מטען","פורסם לפני 5 ימים ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1069862492442695/,,,
facebook,macbook,29264298023160531,"macbook pro 15"" a1398 i7 16 Ram",700,700 ₪,תל אביב - יפו,משומש - כמו חדש,MacBook Pro,Apple,i7,,,15,"macbook pro i7 16 ram A1398 perfect condition everithing works good
מקבוק פרו מצב מצויין הכל תקין ללא שום בעיות ללא מטען","פורסם לפני 5 ימים ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/29264298023160531/,,,
facebook,macbook,1053617557296732,"MacBook Pro 14"" 16GB RAM 512GB SSD מקבוק פרו",2600,"2,600 ₪",תל אביב - יפו,משומש - במצב טוב,MacBook Pro,Apple,M1 Pro,16GB,512GB,14,"מקבוק פרו 14 אינץ' M1 Pro, אפור.
8 ליבות מעבד, 14 ליבות גרפיקה, 16GB RAM, 512GB SSD.
הגיע מחברת סטארטאפ שנסגרה. מחשב עבודה עם סימני שימוש, לא חדש ולא מתיימר להיות.
לרוב הדברים באמת לא צריך יותר מזה.
2600, תל אביב.","פורסם לפני 6 ימים ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1053617557296732/,,,
facebook,macbook,936852722277117,מחשב MACBOOK NEO 256GB כסוף,2000,"2,000 ₪",פתח תקווה,חדש,MacBook,Apple,,,256GB,,"למכירה מחשב MACBOOK NEO 256GB בצבע כסוף.
המחשב חדש לגמרי סגור בקופסא המקורית.
המחשב התקבל כמתנה לחג ואין בו צורך.
המחיר הכי זול למחשב החדש הזה!!!
איסוף מפתח תקוןה/נתניה","פורסם אתמול ב: פתח תקווה, ישראל",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/936852722277117/,,,
facebook,macbook,1065590656228912,MacBook Pro M1 32GB,3150,"3,150 ₪",פתח תקווה,משומש - כמו חדש,MacBook Pro,Apple,M1,32GB,500GB,,"32GB RAM!
500 GB Disk
M1 Pro 2021","פורסם לפני 22 שעות ב: פתח תקווה, ישראל",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1065590656228912/,,,
facebook,macbook,1023759244045005,MacBook Pro 2020 M1 512GB - עם סוללה חדשה! 💻,2000,"2,000 ₪2,200 ₪",תל אביב - יפו,משומש - במצב טוב,MacBook Pro,Apple,M1,16GB,512GB,,"מוכר מקבוק פרו שנת 2020 עם מעבד M1 העוצמתי. המחשב שמור מאוד, עובד בצורה חלקה ומהירה ושימש אותי לעבודה שוטפת ותוכנות. בריאות סוללה 100%. המחשב שמור מאוד
​מעבד: Apple M1
​אחסון: 512GB
ראם: 16GB
​מצב: שמור היטב, ללא שריטות במסך או מכות.
​הערה חשובה: המחשב נמכר ללא מטען.
​📍 איסוף אפשרי מבנימינה או מתל אביב (בתיאום מראש).
לפרטים נוספים, אפשר לשלוח הודעה בפרטי","פורסם לפני 2 שבועות ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1023759244045005/,,,
facebook,macbook,1612560100575617,MacBook Air M1 2020 | 8GB RAM | 256GB SSD | For Parts / Repair,1000,"1,000 ₪",תל אביב-יפו,,MacBook Air,Apple,M1,8GB,256GB,,,,2026-09-12T10:00:32.894527+00:00,,,https://www.facebook.com/marketplace/item/1612560100575617/,,,
facebook,macbook,1298715955570747,Macbook Pro M1 2021 16 inch,4000,"4,000 ₪",תל אביב - יפו,משומש - במצב טוב,MacBook Pro,Apple,M1,16GB,500GB,,"מחשב חזק ושמור. מתאים מאוד לסטודנטים ומתכנתים.
- MacBook Pro M1 2021 (Space Grey)
- 16 inch
- 16GB RAM
- 500GB SSD
- Battery health is 83%
- 10 cores CPU","פורסם לפני 18 שעות ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1298715955570747/,,,
facebook,macbook,1386667029544205,Macbook air m4 מקבוק אייר,2200,"2,200 ₪2,450 ₪",תל אביב - יפו,משומש - כמו חדש,MacBook Air,Apple,m4,16GB,,,"זיכרון 16 גיגה
מסך 13
מקבוק איר מעבד m4 מצב מעולה בן שנה בעברית","פורסם לפני שבוע ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1386667029544205/,,,
facebook,macbook,2221562951964163,MacBook Air M1 (Silver) 8GB / 256 SSD,1400,"1,400 ₪1,600 ₪",תל אביב - יפו,משומש - כמו חדש,MacBook Air,Apple,M1,8GB,256GB,,"במצב כמו חדש, שמור מאוד, ללא שום תקלות
8GB RAM
256 GB SSD
Silver
בריאות הסוללה 85%
כולל מטען, כבל וקופסה מקוריים
איסוף מדרום תל אביב","פורסם לפני 2 שבועות ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/2221562951964163/,,,
facebook,macbook,1067707079078394,Macbook Air M1 2020 16 GB RAM 500 GB,2000,"2,000 ₪2,200 ₪",תל אביב - יפו,משומש - במצב טוב,MacBook Air,Apple,M1,16GB,500GB,,"Macbook Air M1 2020
16 GB RAM
500 GB Storage
במצב מצוין - היה בשימוש פעמים בודדות
מעט פגמים קוסמטיים.
מחשב נייד לפטופ מקבוק אייר m1","פורסם לפני 2 שבועות ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1067707079078394/,,,
facebook,macbook,2618996538518165,MacBook Pro M1 | 16GB RAM | 512GB SSD | Space Gray – מחשב של אפל במצב חדש,3250,"3,250 ₪",גבעת שמואל,משומש - כמו חדש,MacBook Pro,Apple,M1,16GB,512GB,,"מוכר את ה-MacBook Pro שלי. מעבד Apple M1 המהיר ומתאים לעורכי וידאו, סטודנטים וכל מי שרוצה להנות ממחשב מעולה. עם 16GB של זיכרון RAM ו-512GB של אחסון
💻 מפרט טכני:
- דגם: MacBook Pro (אפור חלל)
- שבב: Apple M1
- זיכרון: 16GB RAM
- אחסון: 512GB SSD
- סוללה: 84% תקינות (סוללה מקורית, מחזיקה טעינה בצורה נהדרת)
🔍 מצב:
עובד כמו חדש ובמצב מצוין ללא שריטות, סימני שקעים או כיפופים. המסך ללא שריטות והכל עובד בצורה מושלמת (מצלמה, מקלדת, משטח מגע ויציאות). הוא נמחק לחלוטין, עודכן ל-macOS העדכני ביותר, ומוכן לך🤝
שמי דניאל. שלחו הודעה רציניים בלבד","פורסם אתמול ב: גבעת שמואל, פתח תקווה",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/2618996538518165/,,,
facebook,macbook,1058256046928102,MacBook Air m2,2400,"2,400 ₪",פתח תקווה,משומש - כמו חדש,MacBook Air,Apple,m2,,256GB,13.6,"MacBook Air m2
13.6 אינץ, 256GB, 8 RAM
100% בריאות סוללה, שמור בקנאות
ללא שריטה, נרכש מiDigital יש קבלות","פורסם לפני 5 ימים ב: פתח תקווה, ישראל",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1058256046928102/,,,
facebook,macbook,1750402142779793,MacBook Neo 12-62026 - חדש באריזה,2400,"2,400 ₪",פתח תקווה,חדש,MacBook,Apple,,,,,"חדש בארידה נרכש ב 12 יולי השנה
לא היה בשימוש.
כולל
מטען וכבל טעינה.
שני מתאמי type C To USB
8 Giga זיכרון
512 Giga דיסק
במצב הגדרות יצרן.","פורסם לפני 5 שבועות ב: פתח תקווה, ישראל",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1750402142779793/,,,
facebook,macbook,1026458147087874,Mac M4 Pro 14' 32 RAM 512 SSD,7000,"7,000 ₪",תל אביב - יפו,משומש - כמו חדש,MacBook Pro,Apple,M4 Pro,32GB,,,M4 Pro 14' 10 CPU 32GB RAM 512 SSD היה בשימוש לחודשייo,"פורסם לפני 2 ימים ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1026458147087874/,,,
facebook,macbook,28037539552529692,"Apple MacBook Pro 14 Apple M5 1TB SSD Storage, 16GB Silver",5900,"5,900 ₪",תל אביב - יפו,חדש,MacBook Pro,Apple,,16GB,1TB,,"Apple Macbook Pro M5, 1TB, 16GB Ram
צבע כסף
נקנה ב - KSP ב-23.04.2026
מחשב חזק, מהיר, לא מתחמם בכלל, שקט
מצב חדש לגמרי ונקי!!!, תקין ללא כל בעיה / פגם
מוכר כי לא הסתדרתי עם MacOs לצרכים שלי, והטלפון שלי בנוסף מבוסס Android.
בריאות סוללה 100%, מחזורי טעינה: 10 !
יש קבלה, יש קופסה, יש מטען מקורי
הכל נקי מסודר ומאורגן
עדיין באחריות.
פתוח להצעות גם כן","פורסם לפני 4 שבועות ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/28037539552529692/,,,
facebook,macbook,1782001083223768,מקבוק פרו M2 16GB במצב חדש,3200,"3,200 ₪",קרית אונו,משומש - כמו חדש,MacBook Pro,Apple,M2,16GB,256GB,,"היה בשימוש כמה חודשים.
במצב חדש לחלוטין.
מגיע בקופסה שלו עם המטען.
Apple MacBook Pro 13''
M2 Chip 8-core CPU
10-core GPU
256GB SSD Storage
16GB RAM
צבע כסוף
איסוף מקרית אונו.","פורסם לפני 2 שבועות ב: קרית אונו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1782001083223768/,,,
facebook,macbook,4023657494437556,Apple MacBook Pro 14 M2 Pro,4400,"4,400 ₪6,000 ₪",תל אביב - יפו,משומש - כמו חדש,MacBook Pro,Apple,M2 Pro,16GB,1TB,14,"מקבוק פרו 14 אינץ׳ משודרג!
מעבד M2 Pro משודרג!
12 ליבות CPU
19 ליבות GPU
16 GB RAM
1TB Memory
מחשב שמור כמו חדש
בריאות סוללה מלאה!","פורסם לפני 5 שבועות ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/4023657494437556/,,,
facebook,macbook,1661603052154385,Mac M4 Pro 14' 16 RAM 512 SSD,5300,"5,300 ₪",תל אביב - יפו,משומש - כמו חדש,MacBook Pro,Apple,M4 Pro,16GB,512GB,,M4 Pro 14' 10 CPU 16GB RAM 512GB SSD שימש רק לראיונות,"פורסם לפני 2 ימים ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1661603052154385/,,,
facebook,macbook,2349584265847502,Macbook Pro 14 M3 Pro 36GB,5200,"5,200 ₪5,500 ₪",תל אביב - יפו,משומש - במצב טוב,MacBook Pro,Apple,M3 Pro,36GB,,,"Macbook Pro M3 Pro 36GB Ram 512 Storage
לא הדגם בסיס, עם זיכרון פנימי משודרג
שמרתי על המחשב, אבל הוא כן היה בשימוש שנתיים בערך אז אני לא מתיימר להגיד שהוא חדש
מגיע עם הקופסא וכל הציוד שהגיע איתו
שירת אותי לכל מה שהייתי צריך ואף פעם לא נתקע לשום דבר
מוכר אך ורק בגלל קבלת מחשב מהעבודה
גמיש לרציניים, אבל אל תגזימו, מי שייתן הצעות נמוכות משמעותית ממה שרשמתי אני פשוט אסגור השיחה","פורסם לפני שבוע ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/2349584265847502/,,,
facebook,macbook,1380357413428695,"Macbook Pro M1 16"" with 16G RAM and 512G SSD",3200,"3,200 ₪",תל אביב - יפו,משומש - במצב טוב,MacBook Pro,Apple,M1,16GB,512GB,16,"איסוף מתל אביב
מקבוק פרו M1
16 אינצ׳
16G ראם
512G SSD
268 מחזורי טעינה
Macbook Pro M1 16""
16 GB RAM
512 GB SSD
Battery health:
Cycle count: 268
Condition: Normal
Max Capacity: 87%","פורסם ב: תל אביב - יפו, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1380357413428695/,,,
facebook,macbook,4519389128350636,MacBook Air M3 13״ - GB RAM 24 / GB512 SSD - לא גמיש.,3900,"3,900 ₪4,200 ₪",רמת גן,משומש - כמו חדש,MacBook Air,Apple,M3,24GB,512GB,13,"‎מערכת הפעלה‎
MacOS
מחשב שמור מאוד, אצלי כשנתיים.
נמכר עם AppleCare (אחריות מורחבת) לעוד שנה.
תמיד בכיסוי קאבר קשיח ששומר על המקבוק משריטות. ככה ששמור היטב וללא שריטות ולא נפל מעולם.
• זיכרון RAM - 24GB
• אחסון SSD - 512GB
• בריאות סוללה - 89%
• ספירת מחזורי טעינה (נכון ל - [hidden information] בלבד
המחשב מגיע עם:
* מטען וכבל מקוריים
* כיסוי קשיח להגנה משריטות עם רגליות גומי למניעת החלקה ושיפור זרימת האוויר
נמכר בעקבות מעבר למקבוק אייר 15 - M5
אני יודע מה אני מוכר, מוזמנים להציץ באתר שמוכר מקבוקים יד שניה ולהבין בעצמכם.
אז בבקשה, לא להוריד במחיר, ואם אתם ממש בטוחים שאתם תעשו לי טובה שתיקחו במחיר שאתם רוצים להציע, תחסכו לי פניה מראש. זה לא יקרה.","פורסם לפני 17 שבועות ב: רמת גן, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/4519389128350636/,,,
facebook,macbook,1033181022855898,MacBook Pro M3 - 14’׳,6000,"6,000 ₪",רמת גן,משומש - כמו חדש,MacBook Pro,Apple,M3,,,,"‎מערכת הפעלה‎
Mac
MacBook Pro M3
מסך 14 אינצ
36 ג׳יגה זיכרון
מצב סוללה מצוין
מצב המחשב בכללי מעולה, בקושי היה בשימוש.
אחסון 512 ג׳יגה.
מגיע ללא מטען.","פורסם ב: רמת גן, תל אביב",2026-09-12T10:00:32.894527+00:00,32.079122361385,34.816444062735,https://www.facebook.com/marketplace/item/1033181022855898/,,,
