listing_type,link,sqm,rooms,description,price,rented_for,elevator,mamad,parking,tama38,views,date_advertised,date_last_seen_active,listing_id,city,neighborhood,street,floor,property_type,ad_number,error
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/q8wdtbnj,90,4.0,"דירה בקומת כניסה קרקע מוגבהת 
מחולקת ל 2 דירות, אחד 3 חד' 55מ""ר והשניה 35מ""ר מושכרות ב 7500ש""ח 
משופצת",2300000,7500,False,False,False,False,,2025-11-19 12:30:46,2026-09-10T13:59:03+00:00,q8wdtbnj,בני ברק,גבעת סוקולוב,סוקולוב,0,דירה,41363982,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/qv78y63b,97,4.0,"למכירה בבלעדיות
ברחוב אברבנל 
דירת 4 חדרים מיוחדת
קומה 5-נוף פתוח 
בניין בוטיק-6 דיירים
דייר אחד בכל קומה
מעלית וממ""ד
סוכה מהסלון
4 חדרים מתוכננת מעולה!!
מוכרים רציניים",2300000,,True,True,False,False,,2026-05-06 18:06:50,2026-09-10T13:59:03+00:00,qv78y63b,בני ברק,,אברבנאל,5,דירה,46521660,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/rqozbs8q,80,3.5,"חזית,3 כ""א, מושקעת,",2300000,,True,True,True,False,,2026-06-25 18:45:34,2026-09-10T13:59:03+00:00,rqozbs8q,בני ברק,גבעת רוקח,רבי עקיבא,3,דירה,75214164,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/s2xjwnke,76,3.0,"מכירה, דירה, קומה 5, בני ברק",2300000,,True,True,True,False,,2026-08-03 16:21:50,2026-09-10T13:59:03+00:00,s2xjwnke,בני ברק,בני ברק צפון/איילת השחר,רח 601 25,5,דירה,84182219,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/u41uzott,85,4.0,מציאה של ממש,2300000,,True,True,True,False,,2026-08-02 21:53:43,2026-09-10T13:59:03+00:00,u41uzott,בני ברק,פרדס כץ,"פלמ""ח",2,דירה,72200316,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/v9o2puu8,90,4.0,"בלעדי ""בתיווך סלומון נכסים והשקעות""
 מציאה ברבינו אשר גבעת רוקח דירת נכה  קומת קרקע חדשה ומושקעת ממוזגת ממד + מרפסת 
שרותים כפולים 
4' חדרים מיידית מחיר גמיש",2300000,,True,True,False,False,,2025-06-22 01:40:50,2026-09-10T13:59:03+00:00,v9o2puu8,בני ברק,גבעת רוקח,רבנו אשר,0,דירה,66637145,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/zq2pbaf2,90,3.0,"**למכירה ברמת אלחנן - דירה איכותית ושמורה!**

דירת 90 מ""ר מרווחת
קומה 2
 מעלית
 בניין איכותי
 דירה שמורה מאוד

מיקום מבוקש, בניין איכותי ודירה במצב מצוין - הזדמנות נהדרת למגורים!
",2300000,,True,False,False,False,,2026-08-16 14:06:39,2026-09-10T13:59:03+00:00,zq2pbaf2,בני ברק,רמת אלחנן,מנחם זמבא,2,דירה,86598840,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/h2ruueom,90,4.0,"באזור רח' הרצוג דירה 4 חד' 90מ""ר משופצת לפני 15 שנה 
יש אופציה בגג בטון 
חזית",2320000,,False,False,True,False,,2025-12-15 15:02:41,2026-09-10T13:59:03+00:00,h2ruueom,בני ברק,הר שלום,הרב הרצוג,3,דירה,41106552,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/le0b3esx,100,4.0,"למכירה 
דירת 4חד 80מר גדולה ומיוחדת+ 20מר חצר סוכה מרוצפת+ מחסן. 
כיווני אויר: צפון ומערב. 
מזגנים. כניסה פרטית. מטבח מושקע! 
אפשרות לכניסה מיידית. 
התמונות כהצעה לאחר שיפוץ בבקשה לצפות בסרטון. 
For Sale
An 80m2, 4rooms renovated apt +20m2 paved fenced Sukkah yard+1storage space. 
Winds:North and West. 
Private entrance. 
pics as a suggestion after renovation please watch video 
Immediate entry",2320000,,False,False,False,False,,2026-06-07 12:39:27,2026-09-10T13:59:03+00:00,le0b3esx,בני ברק,הר שלום,"שד""ל",0,דירה,58008546,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/punjol7o,110,5.0,א.יגאל אלון מציאה של ממש 5חד ממד מעלית סוכה מ.שמש,2320000,,True,True,False,False,,2026-04-05 01:32:49,2026-09-10T13:59:03+00:00,punjol7o,בני ברק,נחלת שמעון,יגאל אלון,2,דירה,49539198,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/tpef8xzg,70,3.0,"ללא תיווך
ברחוב פרל השקט והאיכותי בבנין בוטיק חדש (8 שנים) מעלית, קומה ב' 2 דיירים בקומה, 4 כיווני אוויר, חזית, שטופת אור, ממ""ד, נוף מחדר השינה, ממוזגת, מסורגת,מעוצבת מושקעת ושמורה במיוחד!! מטבח נגר מושקע, ספריית גבס בסלון וארונות הזזה של חברת דלקוב בחדרי השינה.
5 דקות ממרכזי הקניות, מרכז ה bbc,רכבת קלה בתי כנסת ומוסדות לימוד.
גמיש

הדירה מושכרת לזו""צ בדמ""ש של 5,600 ש""ח בחודש",2320000,5600,True,True,False,False,,2026-08-24 20:09:32,2026-09-10T13:59:03+00:00,tpef8xzg,בני ברק,גבעת רוקח,חיים פרל 15,2,דירה,73432171,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/wd8thg6e,120,4.0,"דירת 4 חדרים ענקית, סלון ענק, חדר הורים סופר מרווח, מיקום מרכזי, דירה מהממת",2320000,,False,False,True,False,,2026-06-22 11:28:55,2026-09-10T13:59:03+00:00,wd8thg6e,בני ברק,,אברבנאל,2,דירה,76442120,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/18yt1khb,95,3.0,"דירת גן 3 חדרים חדשה ומקסימה, כ 75 מ""ר בנוי, בקומת מפלס עם יציאה נוחה לשטח חוץ גדול של כ 25 מ""ר.
הדירה מרווחת ומתוכננת יפה, בבניין חדש עם מעלית וממ""ד.
יתרון משמעותי ונדיר באזור חניה פרטית רשומה בטאבו",2330000,,True,True,True,False,,2026-08-18 08:55:33,2026-09-10T13:59:03+00:00,18yt1khb,בני ברק,יסודות,אברבנאל,0,דירת גן,64761088,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/v7cv8u9e,108,4.0,"דירת גן מהממת ומשופצת מהיסוד ברמה גבוהה !

108 מ""ר מפנקים !

יחידת הורים וסוכה ענקית !

3 כיווני אויר !

כל הדירה נראית כמו סוויטה מלכותית במלון יוקרתי !",2330000,,False,False,False,False,,2026-05-31 19:33:03,2026-09-10T13:59:03+00:00,v7cv8u9e,בני ברק,תל גיבורים,שדרות הרב יוסף חיים 8,0,דירת גן,87910964,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/09uomak9,115,4.0,"באבו חצירא בפינוי בינוי מתקדם תתקבל תמורה של דירת גן 4 חדרים כ-100 מ""ר +חצר ביחד 115 מ''ר, יזם אמין, ערבות בנקאית מושכרת ב5,000 ש""ח השקעה מצויינת במחיר מצויין,2,350,000 ש""ח
בטיפול אפיקי נדלן בועז",2350000,5000,True,True,True,False,,2026-02-22 18:27:24,2026-09-10T13:59:03+00:00,09uomak9,בני ברק,פרדס כץ,,0,דירת גן,49452365,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/51x8zsd9,115,5.0,דירה חזיתית  3 כיווני אויר זקוקה לסידור מחדש!!,2350000,,False,False,False,False,,2026-07-21 14:32:13,2026-09-10T13:59:03+00:00,51x8zsd9,בני ברק,,רבי עקיבא,2,דירה,61457827,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/82bvznvh,8,4.0,"בפנינת הירקון דירת 4 חדרים. 
חזית. 
מרפסת שמש.
כניסה עד שנה.
2400000",2350000,,True,True,False,False,,2026-05-12 15:02:59,2026-09-10T13:59:03+00:00,82bvznvh,בני ברק,,הירקון 52,4,דירה,44834198,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/fowgbpz2,75,3.0,"בבניין מטופח ושקט (בוטיק 6 דיירים בלבד!) קומה 3 עם מעלית וחנייה בטאבו
דירה נדירה! מוארת ומאוררת עם שלושה כיווני אוויר, מנוצלת היטב עם סוכה בסלון בעלת שתי חזיתות, מטבח גדול, חדר שינה עם יחידת הורים שירותים ומקלחת, ממ""ד (חדר ילדים). מזגן מרכזי + עילי בחדר",2350000,,True,True,True,False,,2026-08-02 14:09:51,2026-09-10T13:59:03+00:00,fowgbpz2,בני ברק,הר שלום,רבי יהושע 19,3,דירה,79826040,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/hjduonco,110,4.0,"למכירה במתחם הסופרים צפון ב""ב
דירת 4 חדרים קומה 6 
מטבח משודרג, הדירה ממוזגת ומוכנה למגורים ללא צורך בשיפוץ נוסף. 
דוד שמש, שירותי אורחים, מעלית שבת, חדר שירות, יחידת הורים, סורגים, רשתות.
מרפסת 12 מטר לכיון לדרום מזרח
מרפסת שמש מתאימה לסוכה
מחסן צמוד עם מזגן 
חניה מקורה בטאבו
מחיר מציאה!!! 2,350,000
הדירה מושכרת מעולה להשקעה!!
לפרטים 058.4171073 תיווך!!",2350000,mentioned (amount unclear),True,True,True,False,30,2025-11-04 08:47:38,2026-09-10T13:59:03+00:00,hjduonco,בני ברק,,,6,דירה,67307394,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/izjvzkqa,91,3.5,"בסמטת יבנה - 91 מ""ר נטו - קומה ב' - חזית - דירה ישנה ושמורה ביותר  - מתוכננת מעולה! ניתן להפוך בקלות ל-4 חדרים - אופציה להרחבה - מפתחות במשרד",2350000,,False,False,False,False,,2026-06-28 13:12:48,2026-09-10T13:59:03+00:00,izjvzkqa,בני ברק,"הפועל המזרחי ד', שיכון ד'",יבנה,2,דירה,61369057,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/lmzoa81t,85,4.0,"בבלעדיות ביעבץ
בנין בן שנתיים 

4 חדרים
קומה 3 מתוך 6
סוכה מהחדר ילדים
מטבח מעבר לקבלן
עורפית חצי פתוחה

+ מחסן 10 מ""ר",2350000,,True,True,False,False,,2026-05-20 09:33:48,2026-09-10T13:59:03+00:00,lmzoa81t,בני ברק,"הפועל המזרחי ה', שיכון ה'",הרב יעבץ,3,דירה,66743522,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/nypwk8xs,82,2.5,"הזדמנות במרכז בני ברק! 
ברחוב יונה הנביא, דירת 2.5 חדרים בקומה 3, כ-82 מ""ר בנוי, עם אופציה לבנייה על הגג. סלון ומטבח מרווחים, כיווני אוויר צפון-מזרח, במצב המאפשר שיפוץ והתאמה אישית. נכס עם פוטנציאל השבחה משמעותי במיקום מרכזי ומבוקש. אל תפספסו - שווה להגיע ולהתרשם",2350000,,False,False,False,False,,2026-03-04 19:25:10,2026-09-10T13:59:03+00:00,nypwk8xs,בני ברק,מרכז העיר,יונה הנביא,3,דירה,87929476,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/s6ko9shz,70,3.0,"ברחוב רלבג קרוב לבלז 3 חד' גדולה עם מרפסות מכל חדר 80מ""ר 
משופצת חזית 
איזור מרכז
אופציה + היתר של 20מ""ר 
כל השכנים בשורה שלו מתחילים לבנות עכשיו",2350000,,False,False,False,False,,2025-12-15 12:47:44,2026-09-10T13:59:03+00:00,s6ko9shz,בני ברק,"הפועל המזרחי ד', שיכון ד'","רלב""ג",2,דירה,44187613,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/t9khlv44,82,3.5,"נכס חדש בפרסום 2025
בבלעדיות כ3וחצי חד כ82מר יציקה ששולמה לשכנים כ60מר סך הכל כ150מר ועוד 10מרפסת הכל שולם כולל היתרים
בנוסף כ40מר יחידת דיור",2350000,,False,False,False,False,,2025-07-10 00:55:26,2026-09-10T13:59:03+00:00,t9khlv44,בני ברק,קרית הרצוג,הרב נורוק,2,דירה,69178425,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/upkrv1fo,95,4.0,"למכירה בבלעדיות
ברחוב חי טייב השקט והמבוקש
בבנין חדש
דירת 4 חדרים חדשה ויפיפיה
קומה 2
מעלית וממ""ד
יחידת הורים גדולה ומרווחת
דירה מעולה!!",2350000,,True,True,False,False,,2026-07-13 09:33:04,2026-09-10T13:59:03+00:00,upkrv1fo,בני ברק,נחלת שמעון,הרב חי טייב,2,דירה,45078654,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/vl1bvfzr,85,4.0,"למכירה דירת 4 חדרים במיקום עם היציאות הכי טובות לכביש 4 . 85 מ""ר משופצת כמו חדשה , ממ""ד גדול , חדר מאסטר , חניה רגילה מקורה , מעלית .
לפרטים נוספים - ליאור",2350000,,True,True,True,False,,2025-12-04 14:21:18,2026-09-10T13:59:03+00:00,vl1bvfzr,בני ברק,,השניים,1,דירה,73915013,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/ta8euaqs,115,4.0,"בבלעדיות דירת 4 חד' במתחם הסופרים
קומה שניה, סלון גדול, עורף מרווח,
סורגים, רשתות, מזגנים, מטבח עליון,
סוכה בחצי חדר שיוצא מחדר ילדים
98 מ''ר בנוי + 10 מרפסת + 7.5 מחסן
מחסן צמוד וחניה
כניסה מיידית
מחיר גמיש",2360000,,True,True,True,False,,2026-05-12 21:23:23,2026-09-10T13:59:03+00:00,ta8euaqs,בני ברק,שאר העיר,"לח""י",2,דירה,81764598,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/ekkgiqtn,117,4.0,"למכירה בהזדמנות!!!
דירת 4 חד' בכניסה לשכונה, עורפית לבניינים עם מרווח סביר, וחלונות לכיוון הפתוח.
מיזוג בכל הדירה, מחיר זול!!! 
כולל מחסן צמוד וחניה.

",2370000,,True,True,True,False,,2026-07-15 13:14:23,2026-09-10T13:59:03+00:00,ekkgiqtn,בני ברק,שאר העיר,"לח""י 3",2,דירה,67719913,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/qr0kmzr7,140,5.0,"דירת גג, 5 חדרים (3 קומה למטה ו-2 בקומה למעלה) 
בנוי כ-100 מטר(כ-70 מר בקומה התחתונה ו30 בעליונה) +היתר בנייה בתוקף ל-6 שנים להרחבה בקומה העליונה עוד כ-10 מר בנוי ו-20 מ""ר מרפסת גג",2370000,,False,False,True,False,,2026-06-21 14:23:32,2026-09-10T13:59:03+00:00,qr0kmzr7,בני ברק,פרדס כץ,נורדאו 51,3,גג/ פנטהאוז,84528876,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/6eopulmz,112,5.0,"מכירה, דירה, קומה 1, בני ברק",2380000,,True,True,False,False,,2026-07-16 16:49:18,2026-09-10T13:59:03+00:00,6eopulmz,בני ברק,פרדס כץ,הירקון,1,דירה,83058139,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/iyl1xjzq,174,3.0,"א.יגאל אלון ק""ב מעלית כ175מר
א.להרחבה גדולה
3חד 100מר מעטפת
",2380000,,True,False,False,False,,2026-01-15 21:39:26,2026-09-10T13:59:03+00:00,iyl1xjzq,בני ברק,נחלת שמעון,יגאל אלון 7,2,דירה,78335957,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/wy28v607,104,3.5,"דירת 3.5 חדרים ענקית ויפייפיה אפשר בקלות להפוך ל4 חדרים, בפרוייקט המשודרג של אביסרור מטבח משודרג בניה איכותית
בניין מקסים ושקט נוף פתוח מדהים",2380000,,True,True,False,False,,2026-07-12 00:44:08,2026-09-10T13:59:03+00:00,wy28v607,בני ברק,שאר העיר,"לח""י 20",5,דירה,43765483,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/4lrbolgu,95,3.5,"חדש למכירה
דירת 3.5 חדרים גדולה, מרווחת ומוארת.
מרפסת סוכה ענקית כ-16 מ""ר
אפשרות מיידית לבניית קומה נוספת
כניסה גמישה
מתאימה למשקיעים, זוגות צעירים ומשפחות בתחילת הדרך
הזדמנות מצוינת לרכישה באזור מבוקש",2390000,,False,False,False,False,,2026-06-08 20:32:13,2026-09-10T13:59:23+00:00,4lrbolgu,בני ברק,גבעת סוקולוב,אבן שפרוט,4,דירה,71967255,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/56wixp1a,120,4.5,"דירת 4.5 חדרים מרווחת במיוחד עם פוטנציאל תכנוני יוצא דופן 
בארנונה היא 101 מ""ר מדודה היא כ120 מ""ר 
אפשרות להפוך את הדירה ל5 אף ל6 חדרים בקלות 
יש גם מרפסת סוכה 
מיקום סופר מרכזי במרחק הליכה מצירי רבי עקיבא וירושלים 
רחוב שקט ונעים המשלב איכות חיים עם נגישות מצויינת מתאימה להשקעה או למגורים 
דירה עם פונטציאל אמיתי!",2390000,,False,False,False,False,,2026-07-06 14:15:19,2026-09-10T13:59:23+00:00,56wixp1a,בני ברק,הר שלום,רבי יהושע 14,1,דירה,76467683,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/g9mpo7hp,110,4.0,"בסוקולוב אזור השלושה דירה בקומה ראשונה 
עם מרפסת פתוחה  גדולה 
משופצת 
מחיר גמיש",2390000,,False,False,False,False,,2026-04-29 15:50:28,2026-09-10T13:59:23+00:00,g9mpo7hp,בני ברק,גבעת סוקולוב,סוקולוב,1,דירה,64007679,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/unh4asn7,95,4.0,"ברחוב צפת השקט והמבוקש!
דירת 4 חדרים גדולה חדשה ומרווחת
יחידת הורים
ממ""ד וסוכה
בניין שמור חדש ומטופח
2 מעליות
חדרי ילדים גדולים!!
כניסה מיידית
דירה מצוינת באזור שקט ומצוין!",2390000,,True,True,False,False,,2025-02-03 18:19:06,2026-09-10T13:59:23+00:00,unh4asn7,בני ברק,,צפת 11,1,דירה,78542213,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/wx5hnexb,98,3.0,"דירת גן יוקרתית מעוצבת | הירקון, בני ברק
3 חדרים | 98 מ""ר (68 בנוי + 31 מרפסת סוכה/ שמש)
קומה 1 עורפית ושקטה!
עיצוב אדריכלי ברמה גבוהה
מפרט: חדר הורים מרווח, מחסן בדירה, מעלית וחניה
פוטנציאל: אופציה לסגירת חדר נוסף במרפסת!
מיקום: יציאה מהעיר, ליד BBC, אזור מבוקש לחניכי ישיבות.
להביא מזוודות ולעבור!",2390000,,True,True,True,False,,2026-08-04 10:18:02,2026-09-10T13:59:23+00:00,wx5hnexb,בני ברק,פרדס כץ,הירקון,1,דירת גן,48176847,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/a42y0ib2,140,5.0,"בית 5 חדרים משופץ ונעים. הבית בגודל 75 מטר וכולל סלון, מטבח ו 3 חדרי שינה.

בנוסף בחצר חדר חיצוני בגודל 15 מטר עם מקלחת ושירותים, מתאים למתבגר, לאירוח או לחדר עבודה. 

חצר פרטית בגודל 50 מטר, מתאימה לילדים ולסוכה. 

בקרבת בתי כנסת, מוסדות חינוך ותחבורה ציבורית. רחוב שקט הנמצא בתנופת התחדשות. ללא תיווך",2399000,,False,False,False,False,362,2026-08-04 14:44:04,2026-09-10T13:59:23+00:00,a42y0ib2,בני ברק,פרדס כץ,הרב ברוט 16,0,דירת גן,47413071,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/3ei8q5eg,100,4.0,"דירה עם ממ""ד במיקום מרכזי מאד
שכונה נעימה וטובה
קומת ראשונה (מס' מדרגות והגעתם)
2 מרפסות מקורות
כיווני אוויר מצויינים
פוטנציאל גדול להרחבה נוספת
אווירה נהדרת
בעל בית מקסים
עסקה מושלמת למעוניינים במגורים באיזור השקט והנעים של בני ברק על גבול רמת גן
נדרש שיפוץ
מוזמנים לבוא ולהתרשם",2400000,,False,True,False,False,,2026-06-04 16:35:17,2026-09-10T13:59:23+00:00,3ei8q5eg,בני ברק,,בארי,0,דירה,41667467,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/43ewzrbh,90,4.0,"מכירה, גג/ פנטהאוז, קומה 7, בני ברק",2400000,,True,False,False,False,,2026-06-11 02:58:27,2026-09-10T13:59:23+00:00,43ewzrbh,בני ברק,מרכז העיר,הרצל,7,גג/ פנטהאוז,58425523,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/5o6p1tnd,100,4.0,"דירה יפה ומסודרת בבניין שעבר הרחבה דירה משופצת במצב טוב גדולה ומרווחת, יחידת הורים וממד ,פינת אוכל וסלון מרווחים במיקום שקט",2400000,,False,True,False,False,,2025-11-13 19:49:24,2026-09-10T13:59:23+00:00,5o6p1tnd,בני ברק,"הפועל המזרחי ב', שיכון ב'",הרב אהרונסון,1,דירה,67008470,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/6pokh95i,80,3.5,דירת בוטיק חזית מוארת משופצת ברמה גבוהה חניה בטאבו,2400000,,True,True,True,False,,2026-08-04 14:39:26,2026-09-10T13:59:23+00:00,6pokh95i,בני ברק,"הפועל המזרחי ה', שיכון ה'","שח""ל 24",1,דירה,69800755,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/7j01ofkl,80,3.0,"דירה שמורה מאוד מתוחזקת היטב הנמצאת במיקום אסטרטגי בשיא בני ברק
הדירה נמצאת במרחק הליכה ממש קצר מחזו""א וממקומת בצמידות לבניין חסידות מוזי'ץ וחיידר קרלין
רק 3 דקות הליכה מבית כנסת איצקוביץ, מרכז תחבורה ציבורית לכל חלקי הארץ וצירים מרכזיים
מכולת שכונתית ושרותים חיוניים נמצאים ממש ליד הבית, מה שמקל על ההתנהלות השוטפת ללא צורך בנסיעות.
הדירה ממוקמת בבנין נעים ומוסדר, עם שכנים נפלאים
מצוינים ואיכותיים",2400000,,False,False,True,False,,2026-07-11 23:52:37,2026-09-10T13:59:23+00:00,7j01ofkl,בני ברק,מרכז העיר,עמוס 5,2,דירה,44234042,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/7qt0wens,95,4.0,"95 מטר להכנס ולגור!
סוכה בסלון, 4 חדרים משופצת ברמה גבוהה, סלון מטבח מרווחים, שירותים כפולים. 
פסיעה מרחוב השומר- מהרכבת, 
קרוב ליש, למוסדות לימוד, לכל מה שצריך!!!! 
",2400000,,True,True,True,False,,2026-07-12 01:20:37,2026-09-10T13:59:23+00:00,7qt0wens,בני ברק,,"פלמ""ח",2,דירה,62311932,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/8f49ngdl,114,4.0,"למכירה במתחם הסופרים דירת 4 חד' חזית!!!!
קומה 5 פונה לרחוב, מחסן צמוד וחניה בטאבו
מיזוג בכל הדירה, מחיר גמיש מעט,
גודל הדירה כ 97 + 5.6 מחסן + 12 מרפסת
ס""ה כ114 שטח הדירה
ממוקמת במרכז השכונה",2400000,,True,True,True,False,,2026-08-02 19:46:53,2026-09-10T13:59:23+00:00,8f49ngdl,בני ברק,שאר העיר,"לח""י",5,דירה,69361048,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/94j22ju5,85,4.0,"בהרב שך/חנקין, דירת 4חד', קומה שלישית , חזית, 3 כיווני אויר, חניה בטאבו
קרובה לבתי ספר וגנים, מרכז מסחרי, תחבורה ובתי כנסת",2400000,,False,False,True,False,,2026-07-05 10:41:55,2026-09-10T13:59:23+00:00,94j22ju5,בני ברק,מרכז העיר,"הרב ש""ך",3,דירה,45533954,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/bcta2com,105,5.0,"בפדרמן
דירת 5 חד'
חזית
105 מטר
קומה ראשונה
מעלית שבת
מונגשת לנכים
מרפסת שמש
סוכה, ממ""ד
מרווחת מתוכננת מצויין
חניה משותפת!",2400000,,True,False,False,False,,2026-07-21 22:55:26,2026-09-10T13:59:23+00:00,bcta2com,בני ברק,נחלת שמעון,פדרמן 5,1,דירה,67416972,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/cj6vrfeb,110,4.0,"מציאה!!!!
למכירה דירת מיני פנטהאוז 4 חד' קומה 7
תקרה גבוהה, סוכה במרפסת שיוצאת מהסלון,
מחסן גדול, תחושת פרטיות,
4 שכנים בקומה אין שכנים ממול.
יש נוף אוויר מעולה, כיוונים דרום מזרח-שטופת שמש
מיזוג בכל הדירה, ארונות עליונים במטבח.
חניה בטאבו!
מחיר אחרון!!!!!!!",2400000,,True,True,True,False,,2026-08-06 21:02:53,2026-09-10T13:59:23+00:00,cj6vrfeb,בני ברק,שאר העיר,"לח""י",7,דירה,66064104,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/f1h9npxr,96,4.0,"בפרויקט מנחם בגין המבוקש והיוקרתי !
לגור בסטנדרט גבוה ובאיכות חיים 
קרוב למרכזי תעסוקה וצירי תחבורה ראשים ודקות ספורות ממרכז העיר ! 
דירות 4 חדרים מדהימות ! 
תכנון מוקפד ורמה גבוה 
קבלן אמין עם עשרות שנות נסיון 
לווי בנקאי מלא 
פריסת תשלומים מותאמת אישית !! 
בתמונה תוכנית דירה לדוגמא 
לפרטים ותוכניות נוספות צרו קשר",2400000,,True,True,False,False,,2025-02-05 08:51:22,2026-09-10T13:59:23+00:00,f1h9npxr,בני ברק,תל גיבורים,מנחם בגין,1,דירה,65527443,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/lbzjeap0,110,3.5,"מכירה, דירה, קומה 3, בני ברק",2400000,,True,False,False,False,,2026-08-26 09:32:39,2026-09-10T13:59:23+00:00,lbzjeap0,בני ברק,רמת אלחנן,הרב זוננפלד 10,3,דירה,48523814,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/n60x5rcs,92,5.0,"למכירה בהזדמנות ללא תיווך בלב השכונה החרדית!!!

הדירה  5 חדרים 100 מ""ר.
3 כווני אויר
מזגנים בכל הדירה
משופצת, הוחלף ריצוף, צנרת, מטבח כשר וגדול, 
יחידת הורים
2 מקלחות,
3 שירותים
מרפסת סוכה 
דלתות פנדור

לאחרונה שופץ 2 חדרי אמבטיה ו 3 השירותים 
דירה חמימה ונעימה.
צמוד לבתי כנסת ובתי ספר.

יש היתר בנייה לעוד 20 מטר כולל מרפסת שמש
גמיש לרציניים.

מתווכים לא להתקשר!!!",2400000,,False,False,False,False,,2026-07-03 14:26:42,2026-09-10T13:59:23+00:00,n60x5rcs,בני ברק,נחלת שמעון,יגאל אלון 24,2,דירה,74222892,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/qxxu4411,160,4.0,"משופצת ויפה חצר גדולה 80מ""ר",2400000,,False,False,False,False,,2026-07-06 13:56:05,2026-09-10T13:59:23+00:00,qxxu4411,בני ברק,הר שלום,רבי יהושע,0,דירת גן,71355955,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/sehx6inn,97,4.0,"דירת יפהפייה ! עם יחידת הורים !

מטבח משודרג !

כיוונים מצוינים !

ממ""ד, מעלית וסוכה ! 

לובי מפואר !

דירה רחבה - 97 מ""ר",2400000,,True,True,False,False,,2026-05-09 23:24:38,2026-09-10T13:59:23+00:00,sehx6inn,בני ברק,פרדס כץ,אברבנאל 117,2,דירה,61479702,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/vz7u8qd1,93,3.0,"דירה יפיפייה מוארת ומהממת שכנים נפלאים בניין בן 9 שנים נקי שמור ומטופח מאוד,
חדר שינה גדול מאוד,חדר ממד ומרפסת
סלון מהמם פלוס חניה ומחסן,
באזור פרמישלן קרוב לכל מוסדות הלימוד
ממליצה",2400000,,True,True,True,False,,2026-08-31 16:04:08,2026-09-10T13:59:23+00:00,vz7u8qd1,בני ברק,יסודות,הרב משולם ראט 4,3,דירה,42514258,
sale,https://www.yad2.co.il/realestate/item/center-and-sharon/wjen0x38,110,4.0,"גדולה ומרווחת. מרפסת סוכה גדולה.
בנוסף לחדרים פינת אוכל גדולה.
דירה יחידה בקומה.
חזית לר' עקיבא",2400000,,False,False,False,False,,2026-08-01 23:08:47,2026-09-10T13:59:23+00:00,wjen0x38,בני ברק,הר שלום,רבי עקיבא 76,1,דירה,41836777,
